epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.39625000953674316,0.0010000000474974513,1.280925989151001,0.4969758093357086,1.140180230140686
1,0.4794999957084656,0.0010000000474974513,1.140169382095337,0.4969758093357086,1.0174115896224976
2,0.5575000047683716,0.0010000000474974513,1.0098921060562134,0.6401209831237793,0.9079633355140686
3,0.684499979019165,0.0010000000474974513,0.7944200038909912,0.7530242204666138,0.6303528547286987
4,0.7272499799728394,0.0010000000474974513,0.6817427277565002,0.7469757795333862,0.5834736824035645
5,0.7509999871253967,0.0010000000474974513,0.6416999697685242,0.7520161271095276,0.5968934297561646
6,0.7580000162124634,0.0010000000474974513,0.607866644859314,0.7762096524238586,0.5622977614402771
7,0.7730000019073486,0.0010000000474974513,0.5850603580474854,0.7822580933570862,0.5373872518539429
8,0.7787500023841858,0.0010000000474974513,0.5620218515396118,0.8215726017951965,0.4948962926864624
9,0.793749988079071,0.0010000000474974513,0.5392325520515442,0.8114919066429138,0.46431002020835876
10,0.7894999980926514,0.0010000000474974513,0.5384770631790161,0.8215726017951965,0.4559309482574463
11,0.7960000038146973,0.0010000000474974513,0.5114625096321106,0.819556474685669,0.4310448169708252
12,0.800000011920929,0.0010000000474974513,0.49334725737571716,0.8427419066429138,0.39256390929222107
13,0.8057500123977661,0.0010000000474974513,0.4808117747306824,0.8397177457809448,0.3874035179615021
14,0.8149999976158142,0.0010000000474974513,0.4604250192642212,0.8235887289047241,0.428504079580307
15,0.8272500038146973,0.0010000000474974513,0.4439837336540222,0.8266128897666931,0.4285884201526642
16,0.8207499980926514,0.0010000000474974513,0.4498733878135681,0.8548387289047241,0.3650474548339844
17,0.840499997138977,0.0010000000474974513,0.40968605875968933,0.8326612710952759,0.4534415602684021
18,0.8360000252723694,0.0010000000474974513,0.40919098258018494,0.8558467626571655,0.34101301431655884
19,0.8414999842643738,0.0010000000474974513,0.3937075436115265,0.8447580933570862,0.38723137974739075
20,0.8577499985694885,0.0010000000474974513,0.36184975504875183,0.8810483813285828,0.30770987272262573
21,0.8542500138282776,0.0010000000474974513,0.3584885001182556,0.8155242204666138,0.4375588893890381
22,0.8617500066757202,0.0010000000474974513,0.35076817870140076,0.9002016186714172,0.27338820695877075
23,0.8709999918937683,0.0010000000474974513,0.3426956534385681,0.8538306355476379,0.32628336548805237
24,0.8837500214576721,0.0010000000474974513,0.30349209904670715,0.8981854915618896,0.26467952132225037
25,0.8799999952316284,0.0010000000474974513,0.31995511054992676,0.8135080933570862,0.47358155250549316
26,0.8840000033378601,0.0010000000474974513,0.29936671257019043,0.913306474685669,0.22312575578689575
27,0.8855000138282776,0.0010000000474974513,0.2925339639186859,0.9032257795333862,0.25439557433128357
28,0.8927500247955322,0.0010000000474974513,0.27340367436408997,0.930443525314331,0.20707270503044128
29,0.8932499885559082,0.0010000000474974513,0.2746236324310303,0.9022177457809448,0.26023051142692566
30,0.9042500257492065,0.0010000000474974513,0.25190263986587524,0.9294354915618896,0.2154499590396881
31,0.9037500023841858,0.0010000000474974513,0.2534279525279999,0.9223790168762207,0.21578079462051392
32,0.9017500281333923,0.0010000000474974513,0.24448291957378387,0.9334677457809448,0.20341360569000244
33,0.9127500057220459,0.0010000000474974513,0.22905969619750977,0.9274193644523621,0.22036783397197723
34,0.9190000295639038,0.0010000000474974513,0.2048998773097992,0.9375,0.19681952893733978
35,0.9147499799728394,0.0010000000474974513,0.21675007045269012,0.9274193644523621,0.21296577155590057
36,0.9194999933242798,0.0010000000474974513,0.21220892667770386,0.9183467626571655,0.20242702960968018
37,0.9202499985694885,0.0010000000474974513,0.1972576081752777,0.9485887289047241,0.16499106585979462
38,0.9290000200271606,0.0010000000474974513,0.18923063576221466,0.9506048560142517,0.1697605699300766
39,0.9277499914169312,0.0010000000474974513,0.19314229488372803,0.9334677457809448,0.2141626477241516
40,0.934499979019165,0.0010000000474974513,0.16948510706424713,0.9002016186714172,0.2867196202278137
41,0.9272500276565552,0.0010000000474974513,0.18205831944942474,0.9425403475761414,0.1597847044467926
42,0.934249997138977,0.0010000000474974513,0.16875170171260834,0.961693525314331,0.12461461871862411
43,0.9422500133514404,0.0010000000474974513,0.15451887249946594,0.9536290168762207,0.14654789865016937
44,0.9424999952316284,0.0010000000474974513,0.15311750769615173,0.9536290168762207,0.17475129663944244
45,0.9397500157356262,0.0010000000474974513,0.15623579919338226,0.9495967626571655,0.14529035985469818
46,0.9452499747276306,0.0010000000474974513,0.13933902978897095,0.9697580933570862,0.10978839546442032
47,0.9482499957084656,0.0010000000474974513,0.138399139046669,0.9455645084381104,0.17191581428050995
48,0.9440000057220459,0.0010000000474974513,0.15342603623867035,0.9112903475761414,0.2693573534488678
49,0.9524999856948853,0.0010000000474974513,0.12441902607679367,0.9647177457809448,0.11398031562566757
