epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
0,0.16088292002677917,0.09071087092161179,0.0010000000474974513,0.09235820174217224,0.07083240151405334,0.03743860870599747,0.07023277133703232
1,0.39668068289756775,0.25133609771728516,0.0010000000474974513,0.038324642926454544,0.33274954557418823,0.20329120755195618,0.06956975907087326
2,0.5161218047142029,0.35320162773132324,0.0010000000474974513,0.030087752267718315,0.5215543508529663,0.3624044954776764,0.034546464681625366
3,0.5717775821685791,0.40596863627433777,0.0010000000474974513,0.026434335857629776,0.5371918082237244,0.37556836009025574,0.02513413317501545
4,0.6151498556137085,0.4507894217967987,0.0010000000474974513,0.023746352642774582,0.5403435230255127,0.37983056902885437,0.031219687312841415
5,0.6579882502555847,0.4966757297515869,0.0010000000474974513,0.02070586197078228,0.5732790231704712,0.4091130197048187,0.026667730882763863
6,0.6574248671531677,0.4964612126350403,0.0010000000474974513,0.02077200636267662,0.5515781044960022,0.39338070154190063,0.03176844120025635
7,0.7036027312278748,0.5487222671508789,0.0010000000474974513,0.017771339043974876,0.5390725135803223,0.37620261311531067,0.0335792675614357
8,0.7139933705329895,0.5620460510253906,0.0010000000474974513,0.016710296273231506,0.6783736944198608,0.5242680907249451,0.02105557732284069
9,0.7168639898300171,0.5662304162979126,0.0010000000474974513,0.01680895872414112,0.6487429738044739,0.4925464987754822,0.02456420287489891
10,0.7358028292655945,0.5885828137397766,0.0010000000474974513,0.015184053219854832,0.7199800610542297,0.5704703330993652,0.02049923688173294
11,0.7351389527320862,0.5874261260032654,0.0010000000474974513,0.01543896459043026,0.70102459192276,0.5472978353500366,0.01759779267013073
12,0.7600733637809753,0.6187903881072998,0.0010000000474974513,0.014132955111563206,0.6052101254463196,0.44542133808135986,0.033541563898324966
13,0.7614495754241943,0.621252715587616,0.0010000000474974513,0.013653441332280636,0.7435076832771301,0.6004562973976135,0.01597207598388195
