epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
14,0.7764284014701843,0.6400938034057617,0.0010000000474974513,0.012617119587957859,0.6565471291542053,0.4988352656364441,0.023475170135498047
15,0.785393238067627,0.6524352431297302,0.0010000000474974513,0.012198989279568195,0.7231659889221191,0.5782985687255859,0.019316548481583595
16,0.7919549942016602,0.6601212024688721,0.0010000000474974513,0.011797207407653332,0.581282913684845,0.4267134368419647,0.03859219327569008
17,0.7892268896102905,0.6571175456047058,0.0010000000474974513,0.012447597458958626,0.758819043636322,0.6179697513580322,0.01383981667459011
18,0.8017084002494812,0.6743230819702148,0.0010000000474974513,0.0112357372418046,0.786867618560791,0.6573776602745056,0.014292193576693535
19,0.8048559427261353,0.6786093711853027,0.0010000000474974513,0.011144337244331837,0.7515034079551697,0.6098185181617737,0.01648040860891342
20,0.8106860518455505,0.6859568953514099,0.0010000000474974513,0.010654092766344547,0.587640106678009,0.42692601680755615,0.03601032868027687
21,0.8072420954704285,0.6808289289474487,0.0010000000474974513,0.011023896746337414,0.7738126516342163,0.6379104852676392,0.014504043385386467
22,0.8061003684997559,0.6802194118499756,0.0010000000474974513,0.01098968181759119,0.7742137312889099,0.638033926486969,0.013771985657513142
23,0.8259710669517517,0.7069187164306641,0.0010000000474974513,0.009950220584869385,0.8061137199401855,0.682629406452179,0.012504828162491322
24,0.8174054026603699,0.6958028078079224,0.0010000000474974513,0.010311734862625599,0.7917726635932922,0.6611594557762146,0.01230139285326004
25,0.8190585374832153,0.6979627013206482,0.0010000000474974513,0.009889710694551468,0.821204662322998,0.7014430165290833,0.012172066606581211
26,0.8209695219993591,0.7007992267608643,0.0010000000474974513,0.009769449010491371,0.7866132855415344,0.6550877094268799,0.012414309196174145
27,0.8419232964515686,0.7303674221038818,0.0010000000474974513,0.008804284036159515,0.798569917678833,0.6711710691452026,0.012425858527421951
28,0.8416517972946167,0.7307199835777283,0.0010000000474974513,0.008715054020285606,0.8066632747650146,0.6813251972198486,0.010933296754956245
29,0.8417169451713562,0.7301921248435974,0.0010000000474974513,0.008623059839010239,0.8021554946899414,0.6754147410392761,0.01638486236333847
30,0.8340667486190796,0.719293475151062,0.0010000000474974513,0.00904269702732563,0.7677554488182068,0.6308010816574097,0.013772103004157543
31,0.8409505486488342,0.7291949391365051,0.0010000000474974513,0.008605570532381535,0.8199523091316223,0.7019004225730896,0.012755842879414558
32,0.848436713218689,0.7399227023124695,0.0010000000474974513,0.00830807350575924,0.7554696798324585,0.6127692461013794,0.017893612384796143
33,0.8478434681892395,0.7386858463287354,0.0010000000474974513,0.008059616200625896,0.7959180474281311,0.6686998605728149,0.01443120650947094
34,0.8428760766983032,0.7321434020996094,0.0010000000474974513,0.008800605311989784,0.8257560133934021,0.7078809142112732,0.01141395140439272
35,0.8553251624107361,0.7500187754631042,0.0010000000474974513,0.007883111014962196,0.7975623607635498,0.6696999073028564,0.015422014519572258
36,0.8488435745239258,0.7409396171569824,0.0010000000474974513,0.007854036055505276,0.820026695728302,0.7018340826034546,0.012091862969100475
37,0.8539100885391235,0.7478983402252197,0.0010000000474974513,0.008138305507600307,0.8203485608100891,0.7022045850753784,0.012500150129199028
38,0.8598566055297852,0.7566259503364563,0.0010000000474974513,0.007583003491163254,0.8242970108985901,0.7071433067321777,0.011767959222197533
39,0.8724634051322937,0.7757222056388855,0.0005000000237487257,0.006951576564460993,0.8332419395446777,0.7192113995552063,0.011508400551974773
40,0.8675990700721741,0.768617570400238,0.0005000000237487257,0.007244565058499575,0.8474550247192383,0.7404095530509949,0.010530853644013405
41,0.8721972703933716,0.7757962942123413,0.0005000000237487257,0.00677825789898634,0.8271958231925964,0.7110784649848938,0.012669173069298267
42,0.8784704804420471,0.7852041125297546,0.0005000000237487257,0.006625537760555744,0.8431993722915649,0.7346755862236023,0.012286154553294182
43,0.8834730982780457,0.7930289506912231,0.0005000000237487257,0.006091042421758175,0.8475441932678223,0.7422465682029724,0.011089419946074486
44,0.8829179406166077,0.7921030521392822,0.0005000000237487257,0.006210066378116608,0.8234772086143494,0.7058652639389038,0.014283999800682068
45,0.8791064620018005,0.7866070866584778,0.0005000000237487257,0.006274369545280933,0.8278734683990479,0.7120562791824341,0.010867654345929623
46,0.8856478929519653,0.7963600754737854,0.0005000000237487257,0.005969599820673466,0.8340888619422913,0.7213992476463318,0.0130958566442132
47,0.8845874071121216,0.7948123812675476,0.0005000000237487257,0.00599138205870986,0.8352223038673401,0.7214326858520508,0.013422444462776184
48,0.8844354152679443,0.7942924499511719,0.0005000000237487257,0.006157631985843182,0.8342547416687012,0.7207664251327515,0.012721315957605839
49,0.8839573860168457,0.7937662601470947,0.0005000000237487257,0.006166395731270313,0.8339393734931946,0.7214606404304504,0.012088901363313198
