epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
29,0.8400505185127258,0.7277601361274719,0.0010000000474974513,0.00866193138062954,0.7720418572425842,0.6352887153625488,0.014701585285365582
30,0.8458959460258484,0.7362216114997864,0.0010000000474974513,0.008524150587618351,0.8273255228996277,0.7108144164085388,0.011809919960796833
31,0.84620201587677,0.73701411485672,0.0010000000474974513,0.008652862161397934,0.7995107769966125,0.6721857190132141,0.012354697100818157
32,0.8427680134773254,0.7317579388618469,0.0010000000474974513,0.008625593036413193,0.802412211894989,0.6771172285079956,0.014387897215783596
33,0.850791335105896,0.7432112097740173,0.0010000000474974513,0.00816592201590538,0.8199717402458191,0.7005925178527832,0.011740313842892647
34,0.8536276817321777,0.7473118901252747,0.0010000000474974513,0.008085005916655064,0.8181679248809814,0.6967979669570923,0.011082541197538376
35,0.8501781821250916,0.7426186203956604,0.0010000000474974513,0.008163919672369957,0.8376762270927429,0.725183367729187,0.011186891235411167
36,0.8470110893249512,0.7377434372901917,0.0010000000474974513,0.008409122936427593,0.7391360402107239,0.5952686667442322,0.01516555156558752
37,0.860937774181366,0.7584630250930786,0.0010000000474974513,0.007563367020338774,0.828126847743988,0.7107748985290527,0.011280504055321217
38,0.8657177686691284,0.7657052874565125,0.0010000000474974513,0.007399308029562235,0.8126241564750671,0.6915541887283325,0.0120189618319273
39,0.8629250526428223,0.7614989876747131,0.0010000000474974513,0.0074883392080664635,0.8078986406326294,0.6827113628387451,0.012959039770066738
40,0.8639260530471802,0.7628200054168701,0.0010000000474974513,0.007293112576007843,0.8304288387298584,0.7143889665603638,0.011111133731901646
41,0.8709908723831177,0.7738056778907776,0.0010000000474974513,0.007117423694580793,0.8150850534439087,0.6935783624649048,0.012136348523199558
42,0.8675998449325562,0.7683043479919434,0.0010000000474974513,0.007210434414446354,0.8277992606163025,0.712642252445221,0.01103269588202238
43,0.8793625235557556,0.7862710356712341,0.0005000000237487257,0.0064812093041837215,0.8193797469139099,0.7003946900367737,0.013161854818463326
44,0.8819572329521179,0.7907937169075012,0.0005000000237487257,0.006255090236663818,0.8453361392021179,0.7355318665504456,0.010106767527759075
45,0.8845720291137695,0.7946282625198364,0.0005000000237487257,0.0061278981156647205,0.8483088612556458,0.7397028207778931,0.010855035856366158
46,0.8901090621948242,0.8033331036567688,0.0005000000237487257,0.0059762075543403625,0.837952196598053,0.7259697318077087,0.012640098109841347
47,0.8866682648658752,0.7980080842971802,0.0005000000237487257,0.006009567994624376,0.850203275680542,0.744304358959198,0.01145708467811346
48,0.8854833841323853,0.7960376143455505,0.0005000000237487257,0.005980956833809614,0.8563425540924072,0.7523525953292847,0.01155624259263277
49,0.8902842402458191,0.803709089756012,0.0005000000237487257,0.005981865804642439,0.8307662606239319,0.7168751955032349,0.012362325564026833
