epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
0,0.10439834743738174,0.056895662099123,0.0010000000474974513,0.11776565760374069,0.10758048295974731,0.05719803646206856,0.21129301190376282
1,0.34310898184776306,0.21118253469467163,0.0010000000474974513,0.044964972883462906,0.35168129205703735,0.2178611010313034,0.0520685538649559
2,0.46114251017570496,0.30478569865226746,0.0010000000474974513,0.03444206342101097,0.17373540997505188,0.09600064158439636,0.16092737019062042
3,0.5272229313850403,0.3643621802330017,0.0010000000474974513,0.02928130328655243,0.22514113783836365,0.12856091558933258,0.1020849272608757
4,0.5874427556991577,0.4223878085613251,0.0010000000474974513,0.024200046434998512,0.5456212759017944,0.38613075017929077,0.028213148936629295
5,0.6221510171890259,0.45783594250679016,0.0010000000474974513,0.022729534655809402,0.5390447974205017,0.3784578740596771,0.02912156842648983
6,0.654388427734375,0.4937898814678192,0.0010000000474974513,0.02068629115819931,0.6141883134841919,0.4586082398891449,0.026427313685417175
7,0.693906307220459,0.5379990339279175,0.0010000000474974513,0.018429061397910118,0.6182307600975037,0.4559875428676605,0.023752687498927116
8,0.6932528614997864,0.5372632145881653,0.0010000000474974513,0.01794925145804882,0.6639432311058044,0.5055949091911316,0.02267151139676571
9,0.7067806124687195,0.5533515810966492,0.0010000000474974513,0.017522713169455528,0.7010307908058167,0.5474062561988831,0.022321270778775215
10,0.7407403588294983,0.594713032245636,0.0010000000474974513,0.0158477034419775,0.6732587218284607,0.5161428451538086,0.019838960841298103
11,0.7338210344314575,0.5870543718338013,0.0010000000474974513,0.01565692573785782,0.5970843434333801,0.4371175467967987,0.033653195947408676
12,0.750182569026947,0.6069396734237671,0.0010000000474974513,0.014757092110812664,0.7205725908279419,0.5702186226844788,0.016926681622862816
13,0.7613703012466431,0.6211174726486206,0.0010000000474974513,0.014352409169077873,0.5846766829490662,0.4232581853866577,0.030247854068875313
14,0.7786542773246765,0.6433667540550232,0.0010000000474974513,0.013188447803258896,0.7341690063476562,0.5894604325294495,0.017425555735826492
15,0.7854418754577637,0.65244060754776,0.0010000000474974513,0.01214059442281723,0.7453984022140503,0.6021265983581543,0.019789919257164
16,0.7928489446640015,0.6620745658874512,0.0010000000474974513,0.012167044915258884,0.7675535082817078,0.629793107509613,0.01694074645638466
17,0.8002960681915283,0.6720095872879028,0.0010000000474974513,0.011688092723488808,0.7314391732215881,0.5865097045898438,0.016342956572771072
18,0.7792783379554749,0.6437950730323792,0.0010000000474974513,0.013128511607646942,0.7276046872138977,0.5799234509468079,0.0159748662263155
19,0.8075564503669739,0.6823514699935913,0.0010000000474974513,0.011061083525419235,0.7744740843772888,0.6396926045417786,0.014391466975212097
20,0.8097100853919983,0.6848613619804382,0.0010000000474974513,0.010572095401585102,0.7917806506156921,0.6603243947029114,0.014711933210492134
21,0.8141231536865234,0.6907792687416077,0.0010000000474974513,0.010498559102416039,0.775054931640625,0.6400024890899658,0.01351588312536478
22,0.8135183453559875,0.6904389262199402,0.0010000000474974513,0.010561290197074413,0.7693867087364197,0.6327052712440491,0.01510031707584858
23,0.8226088285446167,0.702469527721405,0.0010000000474974513,0.00973497424274683,0.7707375288009644,0.6367173194885254,0.016136551275849342
24,0.81700199842453,0.6950845122337341,0.0010000000474974513,0.010654749348759651,0.7954285144805908,0.6663561463356018,0.01338550541549921
25,0.805305004119873,0.6801036596298218,0.0010000000474974513,0.011171604506671429,0.7501193284988403,0.6082638502120972,0.014958146959543228
26,0.8307260870933533,0.7143449783325195,0.0010000000474974513,0.009338784962892532,0.8081163167953491,0.6828010082244873,0.011736131273210049
27,0.8271515369415283,0.7097678184509277,0.0010000000474974513,0.00955994613468647,0.6842410564422607,0.5284873843193054,0.024465860798954964
28,0.8254944086074829,0.7078591585159302,0.0010000000474974513,0.009638841263949871,0.7707819938659668,0.6334559917449951,0.01413553487509489
29,0.8416483998298645,0.730483889579773,0.0010000000474974513,0.008984982967376709,0.7934982776641846,0.6630918383598328,0.012893765233457088
30,0.8455237746238708,0.7354809045791626,0.0010000000474974513,0.008758273907005787,0.8139945268630981,0.6912816762924194,0.011871770955622196
31,0.8485094308853149,0.7399228811264038,0.0010000000474974513,0.008472396060824394,0.7943984866142273,0.6652538776397705,0.014864892698824406
32,0.8468709588050842,0.7377764582633972,0.0010000000474974513,0.008343424648046494,0.7580877542495728,0.6207472085952759,0.025032108649611473
