epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.39399999380111694,0.0010000000474974513,1.295653223991394,0.42842742800712585,1.25578773021698
1,0.4634999930858612,0.0010000000474974513,1.202070713043213,0.4879032373428345,1.127348780632019
2,0.47850000858306885,0.0010000000474974513,1.124887228012085,0.5161290168762207,0.9847158193588257
3,0.6522499918937683,0.0010000000474974513,0.8687761425971985,0.7479838728904724,0.6868875026702881
4,0.7149999737739563,0.0010000000474974513,0.7584795951843262,0.7318548560142517,0.6591390371322632
5,0.7272499799728394,0.0010000000474974513,0.6947588324546814,0.7651209831237793,0.6139624714851379
6,0.7477499842643738,0.0010000000474974513,0.6481196284294128,0.7903226017951965,0.5363635420799255
7,0.7549999952316284,0.0010000000474974513,0.6160513162612915,0.7973790168762207,0.510050892829895
8,0.7710000276565552,0.0010000000474974513,0.5802435278892517,0.75,0.5624657869338989
9,0.7732499837875366,0.0010000000474974513,0.5598681569099426,0.8125,0.46641162037849426
10,0.784250020980835,0.0010000000474974513,0.542073130607605,0.8024193644523621,0.46068719029426575
11,0.784250020980835,0.0010000000474974513,0.5227184295654297,0.8094757795333862,0.4538622200489044
12,0.7907500267028809,0.0010000000474974513,0.5151703357696533,0.7752016186714172,0.5015308856964111
13,0.8059999942779541,0.0010000000474974513,0.4982358515262604,0.8447580933570862,0.41270148754119873
14,0.8075000047683716,0.0010000000474974513,0.48497292399406433,0.8306451439857483,0.4201403260231018
15,0.8174999952316284,0.0010000000474974513,0.4610476791858673,0.8094757795333862,0.454924613237381
16,0.8167499899864197,0.0010000000474974513,0.4654650092124939,0.8578628897666931,0.3957410156726837
17,0.8264999985694885,0.0010000000474974513,0.43057167530059814,0.8558467626571655,0.37749722599983215
18,0.8374999761581421,0.0010000000474974513,0.42015552520751953,0.8790322542190552,0.3331262469291687
19,0.8457499742507935,0.0010000000474974513,0.39570876955986023,0.8326612710952759,0.38934096693992615
20,0.8500000238418579,0.0010000000474974513,0.3856143057346344,0.8719757795333862,0.3362654149532318
21,0.8532500267028809,0.0010000000474974513,0.37453725934028625,0.867943525314331,0.3359171450138092
22,0.8582500219345093,0.0010000000474974513,0.36482760310173035,0.8548387289047241,0.3669179379940033
23,0.874750018119812,0.0010000000474974513,0.32880470156669617,0.8780242204666138,0.3289933502674103
24,0.8790000081062317,0.0010000000474974513,0.3208943009376526,0.8951612710952759,0.3108658194541931
25,0.875249981880188,0.0010000000474974513,0.3324914276599884,0.8951612710952759,0.2801857590675354
26,0.8790000081062317,0.0010000000474974513,0.3120154142379761,0.9012096524238586,0.26562443375587463
27,0.8880000114440918,0.0010000000474974513,0.30260780453681946,0.8981854915618896,0.2812819182872772
28,0.8777499794960022,0.0010000000474974513,0.3050464391708374,0.9122983813285828,0.2611631155014038
29,0.8857499957084656,0.0010000000474974513,0.30280235409736633,0.9193548560142517,0.2291887253522873
30,0.8964999914169312,0.0010000000474974513,0.2683034837245941,0.9213709831237793,0.22798003256320953
31,0.8964999914169312,0.0010000000474974513,0.2654781937599182,0.9203628897666931,0.21504919230937958
32,0.9004999995231628,0.0010000000474974513,0.2640470266342163,0.9223790168762207,0.21217817068099976
33,0.9049999713897705,0.0010000000474974513,0.2573143541812897,0.9183467626571655,0.2185516655445099
34,0.9079999923706055,0.0010000000474974513,0.2412375956773758,0.9042338728904724,0.2669876515865326
35,0.9087499976158142,0.0010000000474974513,0.24731357395648956,0.9254032373428345,0.220732644200325
36,0.9139999747276306,0.0010000000474974513,0.22420060634613037,0.9264112710952759,0.21005378663539886
37,0.9110000133514404,0.0010000000474974513,0.23858098685741425,0.9203628897666931,0.2124873846769333
38,0.9137499928474426,0.0010000000474974513,0.22484728693962097,0.9385080933570862,0.18080800771713257
39,0.9139999747276306,0.0010000000474974513,0.22979304194450378,0.9385080933570862,0.1883322149515152
40,0.9252499938011169,0.0010000000474974513,0.21403436362743378,0.9284273982048035,0.21214129030704498
41,0.9175000190734863,0.0010000000474974513,0.20658621191978455,0.9213709831237793,0.21210989356040955
