epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2762500047683716,0.0010000000474974513,1.4435853958129883,0.3568548262119293,1.350455641746521
1,0.31200000643730164,0.0010000000474974513,1.3612347841262817,0.3457661271095276,1.324162483215332
2,0.32725000381469727,0.0010000000474974513,1.3467940092086792,0.40020161867141724,1.3151615858078003
3,0.33675000071525574,0.0010000000474974513,1.3359827995300293,0.3709677457809448,1.2934644222259521
4,0.34549999237060547,0.0010000000474974513,1.3255705833435059,0.34979838132858276,1.2870423793792725
5,0.3409999907016754,0.0010000000474974513,1.3233637809753418,0.46270161867141724,1.2784847021102905
6,0.3552500009536743,0.0010000000474974513,1.3141984939575195,0.4506048262119293,1.2637739181518555
7,0.35624998807907104,0.0010000000474974513,1.2997812032699585,0.36592742800712585,1.245377540588379
8,0.3582499921321869,0.0010000000474974513,1.307410478591919,0.3568548262119293,1.2452843189239502
9,0.3777500092983246,0.0010000000474974513,1.2898768186569214,0.46370968222618103,1.2412139177322388
10,0.3512499928474426,0.0010000000474974513,1.3170088529586792,0.5181451439857483,1.2784556150436401
11,0.390749990940094,0.0010000000474974513,1.2991670370101929,0.5211693644523621,1.2462290525436401
12,0.3700000047683716,0.0010000000474974513,1.308092474937439,0.44657257199287415,1.2484594583511353
13,0.37325000762939453,0.0010000000474974513,1.2978593111038208,0.4193548262119293,1.2337021827697754
14,0.38475000858306885,0.0010000000474974513,1.2978607416152954,0.5060483813285828,1.2181727886199951
15,0.40575000643730164,0.0010000000474974513,1.2814894914627075,0.4536290466785431,1.208809494972229
16,0.3894999921321869,0.0010000000474974513,1.274571180343628,0.48991936445236206,1.1937884092330933
17,0.3955000042915344,0.0010000000474974513,1.2797651290893555,0.5110887289047241,1.1824249029159546
18,0.3865000009536743,0.0010000000474974513,1.2879939079284668,0.5100806355476379,1.1834686994552612
19,0.41600000858306885,0.0010000000474974513,1.2573870420455933,0.5221773982048035,1.1472359895706177
20,0.41100001335144043,0.0010000000474974513,1.2638139724731445,0.4405241906642914,1.1691653728485107
21,0.4117499887943268,0.0010000000474974513,1.2563823461532593,0.5453628897666931,1.135632038116455
22,0.4112499952316284,0.0010000000474974513,1.258220911026001,0.4848790466785431,1.151687502861023
23,0.40174999833106995,0.0010000000474974513,1.2533106803894043,0.5221773982048035,1.138320803642273
24,0.40174999833106995,0.0010000000474974513,1.2566462755203247,0.5645161271095276,1.1354655027389526
25,0.4247500002384186,0.0010000000474974513,1.243482232093811,0.47883063554763794,1.144997239112854
26,0.39649999141693115,0.0010000000474974513,1.2568613290786743,0.5443548560142517,1.1064937114715576
27,0.4154999852180481,0.0010000000474974513,1.2404321432113647,0.5010080933570862,1.1403261423110962
28,0.40525001287460327,0.0010000000474974513,1.2501798868179321,0.5191532373428345,1.2067818641662598
29,0.4309999942779541,0.0010000000474974513,1.2367870807647705,0.5423387289047241,1.1059085130691528
30,0.40625,0.0010000000474974513,1.239601492881775,0.5534273982048035,1.1150014400482178
31,0.4202499985694885,0.0010000000474974513,1.235599160194397,0.5877016186714172,1.0991984605789185
32,0.4334999918937683,0.0010000000474974513,1.2335084676742554,0.5292338728904724,1.1061594486236572
33,0.421750009059906,0.0010000000474974513,1.234890103340149,0.5483871102333069,1.094138264656067
34,0.43849998712539673,0.0010000000474974513,1.2220854759216309,0.5524193644523621,1.0858664512634277
35,0.42625001072883606,0.0010000000474974513,1.2293713092803955,0.47681450843811035,1.1119003295898438
36,0.44475001096725464,0.0010000000474974513,1.2200136184692383,0.5030242204666138,1.1078705787658691
37,0.43974998593330383,0.0010000000474974513,1.205881118774414,0.5856854915618896,1.060111165046692
38,0.43700000643730164,0.0010000000474974513,1.215562343597412,0.5725806355476379,1.0546907186508179
39,0.46050000190734863,0.0010000000474974513,1.2028740644454956,0.5372983813285828,1.0794950723648071
40,0.4375,0.0010000000474974513,1.2141923904418945,0.538306474685669,1.0833762884140015
41,0.4557499885559082,0.0010000000474974513,1.207445502281189,0.5796371102333069,1.0656936168670654
